# Data Set (v1): LOC-OSM-TR
# Nov 2021 - ML-2021 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Micheli 2021
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs
1,1.577819,0.597727,-0.02638,-0.005808,0.475764,0.056203,0.15957,-0.413268,0.653287,1.612816
2,0.737984,-0.704763,-0.868602,1.154612,-0.487413,-0.312284,0.868577,1.045744,1.032865,0.051719
3,1.567391,0.362776,0.60678,0.403633,0.678777,0.158574,0.391751,0.264881,0.95226,1.261377
4,0.455167,0.480958,1.108296,-0.227147,0.360324,0.943303,-0.274003,-0.914491,-0.709475,1.605887
5,0.078614,0.080993,0.87846,0.266493,-0.132942,0.777209,0.398668,-0.6553,0.573389,0.433837
6,0.419149,0.41801,0.624814,-0.328643,0.494691,0.752701,-0.448783,-0.022894,0.599892,1.713705
7,0.350058,-1.083356,-1.017543,0.571981,-0.663408,-0.977107,0.926185,0.891439,1.443638,-0.393891
8,0.251496,-0.969116,-0.459489,0.809769,-1.123324,-0.926265,0.880296,0.783311,0.683965,-0.324331
9,-0.123173,-1.328889,-1.653239,0.790489,-0.947921,-1.201979,1.062198,1.092896,0.732529,-0.689572
10,0.830726,-1.080372,-1.015306,0.790391,-0.899733,-0.613133,1.230487,0.597001,1.009939,-0.113091
11,-0.713872,1.325391,0.680777,-1.223114,0.946611,1.113553,-1.100515,-1.548159,-1.465551,-0.020228
12,1.014426,0.326236,0.611294,0.019473,0.423722,0.81409,-0.493854,-0.174764,0.275008,1.805177
13,0.620043,0.207925,0.908342,-0.10218,0.550925,0.466545,-0.308956,0.099906,-0.152217,1.81225
14,0.349591,0.542749,0.541767,-0.443047,0.355858,0.817719,-0.560067,-0.032822,0.397016,2.094069
15,-1.634456,-0.990357,-0.884468,0.8574,-0.907866,-0.355815,0.453301,0.904826,1.364641,0.228414
16,2.029017,-0.004503,0.260041,0.637673,-0.603943,-0.796862,-0.091247,0.586299,0.991169,0.335855
17,0.43863,-0.597153,-0.295106,0.749037,-0.147734,-0.260949,0.639313,1.171455,0.48217,-0.308483
18,-0.59666,0.88536,1.827525,-0.984663,0.897448,1.187879,-0.632158,-0.682017,-0.583349,0.690845
19,-0.193646,1.25621,0.820343,-1.4052,0.927527,1.354435,-1.344983,-1.108654,-0.894435,-0.391375
20,0.173796,-0.82298,-0.310441,1.388812,-0.488085,-0.50679,0.462397,1.374009,0.877076,-0.300238
21,1.115336,-1.153791,-0.299367,1.218963,-1.243325,-1.07973,0.813051,1.421866,1.421807,-0.678478
22,-0.792886,-1.045536,-1.094364,1.344274,-0.707258,-0.734334,0.472555,0.40978,1.033733,-1.055918
23,1.185348,-0.255789,-0.026077,0.75417,-0.390496,-0.431149,0.388081,0.477216,0.962964,-0.283514
24,0.721112,-0.185344,-0.022831,0.614121,-0.597792,-0.668831,0.511326,1.152063,1.721378,0.231577
25,1.02351,-0.570116,-0.850696,0.570145,-0.243518,-0.246776,0.629688,1.086196,1.018616,-0.321818
26,0.621747,0.3056,0.108179,-0.041135,0.190796,0.343917,-0.266792,-0.029718,0.134748,2.066009
27,1.860289,0.224598,0.274659,0.502668,0.332766,0.518135,0.280535,0.085343,1.304432,1.248314
28,0.226126,0.487821,0.534245,-0.07871,0.639318,0.464047,-1.133426,-0.614329,0.273033,2.081104
29,0.164583,-0.742736,-0.433719,1.056893,-1.11922,-0.788485,1.349953,1.480325,1.584174,-1.784349
30,1.361587,0.694925,-0.385339,0.280114,0.037963,0.473351,0.339251,-0.461287,0.67773,2.169944
31,-0.133669,-0.983569,-1.285602,0.74748,-0.789744,-1.078513,0.93066,0.454878,-0.509928,-0.292583
32,1.945669,-1.033396,-0.088586,0.500724,-0.501801,-0.320944,0.32795,0.345172,0.732954,1.257062
33,-0.307045,1.098753,1.43203,-1.041812,0.52238,1.894014,-1.218237,-1.167945,-1.410908,-0.12544
34,-0.237838,1.331543,0.406977,-1.326819,0.766788,1.282583,-1.329284,-0.992187,-0.851856,0.064668
35,0.345157,-0.884612,-2.130334,0.808174,-0.496449,-0.789479,0.394436,1.217619,1.29739,0.336969
36,-0.596422,-0.887064,-1.581191,1.156926,-1.133596,-1.27526,0.637715,1.555883,0.12324,-0.856791
37,0.724951,0.547643,0.475506,-0.553976,0.430269,0.47149,-0.383573,-0.242266,0.257197,2.181372
38,0.804171,-0.027704,1.387821,-0.808425,0.318578,0.69285,-0.146368,-0.531745,-0.031522,1.52886
39,1.73304,-0.581882,-0.313375,0.60599,-0.585193,-0.49158,0.941903,1.278818,0.947588,0.161368
40,1.576023,-0.631902,0.19971,0.447544,-0.852159,-0.007019,-0.092952,1.162868,0.739402,-0.855598
41,-0.418972,0.713858,1.520814,-1.326613,0.736402,1.886946,-1.140459,-1.166163,-1.275225,-0.045441
42,2.331646,-0.179903,0.256397,0.28109,-0.711076,-0.062848,0.447945,0.021248,1.00932,0.04945
43,-0.674716,-1.201548,-1.139206,0.637006,-1.294602,-1.508702,0.64082,1.163132,-0.355012,-0.679342
44,0.160107,-0.938895,-1.136349,1.293458,-0.707891,-0.850258,1.597393,1.172044,0.45991,-2.132723
45,-0.782062,0.772999,1.522547,-1.156954,0.588007,1.460764,-1.159165,-1.305819,-1.174892,-0.024851
46,-0.018029,-0.868612,-1.500344,0.754908,-0.499583,-1.325501,0.809997,1.166781,0.678578,-0.39731
47,-0.011931,0.349148,1.244369,-0.683617,0.687992,0.945203,-0.153883,-0.432452,-0.159478,0.325983
48,0.348004,0.315961,0.542988,-0.44624,0.135554,0.758805,0.028867,-0.295024,0.058687,1.153672
49,-0.109947,0.768908,1.377431,-0.466229,0.7718,1.052925,-1.209619,-0.67675,-0.850628,0.983067
50,0.44022,-0.470091,-0.864745,0.62185,-1.003922,-0.199454,0.689245,1.109027,0.449387,-0.388024
51,-1.63846,1.774256,0.193422,-1.477406,1.507128,0.939298,-1.031653,-1.22068,-1.11729,-1.305008
52,-0.131439,0.778768,2.098371,-1.285253,0.489268,1.296928,-0.805704,-0.676371,-0.688899,0.883037
53,-0.974842,1.271305,1.104986,-1.219509,0.545263,1.878383,-1.27994,-1.248953,-0.978107,-0.208002
54,0.345939,-0.312633,-1.294547,0.575137,-1.055472,-0.961746,0.524709,0.346977,0.952791,0.88423
55,-0.396432,-0.911548,-1.226554,1.23127,-1.22077,-0.781645,1.461839,1.225435,0.820046,-0.327086
56,1.5649,-1.031919,-0.014951,1.268223,-0.556096,-0.861148,0.924401,1.226453,1.407758,-0.407494
57,-0.204232,-0.766651,-1.212083,1.344199,-1.129554,-0.928056,1.076696,1.614041,0.737459,-1.203977
58,0.736659,-0.262734,-0.296406,0.398336,-0.029001,-0.004958,0.148112,0.020948,1.443781,-0.664397
59,-1.145915,1.267982,1.308441,-1.084537,0.539573,1.82587,-1.345496,-1.368458,-0.851876,-0.483452
60,1.949493,0.75331,0.754032,-0.207328,0.502787,1.050809,-0.194974,0.581607,0.333584,1.784905
61,1.681195,0.024719,-0.103615,0.519011,-0.026054,0.098436,-0.323526,0.585523,1.28146,0.348145
62,1.761976,-0.708314,0.117296,0.469358,-0.022575,0.049067,0.030044,0.660006,0.737346,0.708923
63,1.486023,0.412877,0.756184,0.393555,0.315594,0.869966,0.027234,0.39315,0.548154,1.446491
64,1.769772,0.312701,0.400911,-0.748206,0.244189,0.706118,0.823183,-0.734527,0.678955,0.984295
65,1.010791,-0.80625,-0.530058,0.85378,-0.26857,-0.138882,0.800474,0.587955,1.282661,0.177415
66,0.346246,0.934897,1.164426,-0.841101,0.317177,1.067424,-0.382994,-0.04346,-0.156861,2.161132
67,0.142485,-0.915923,-1.86021,0.866884,-1.391362,-1.310485,1.413266,0.726675,0.609417,-0.928182
68,0.164526,0.54162,0.680369,-0.498673,0.417703,0.979884,-0.368884,-0.415916,0.269434,2.167317
69,1.666629,-0.58675,-0.367386,0.804729,-0.529857,-1.320815,0.509427,1.340039,1.833952,0.796567
70,1.01775,0.659821,0.331348,0.752059,0.19277,0.577027,0.436535,0.277583,0.12144,2.083941
71,-0.218308,1.252963,1.243949,-1.396659,1.016512,1.219637,-1.173268,-0.912299,-0.832634,-0.490566
72,-0.02414,-0.131059,1.255811,-0.091297,0.716746,0.358782,-0.805635,-0.485447,0.058676,1.994392
73,-0.039257,0.983788,1.44087,-0.696013,0.701975,1.19086,-0.754804,-0.977833,-0.560969,1.151832
74,-1.262831,1.038748,0.897541,-1.230178,0.931611,1.773832,-1.162319,-0.799018,-1.46889,-1.776471
75,-0.407456,-1.214316,-0.947582,1.041839,-0.491879,-1.218416,0.271924,0.598991,1.17698,-2.129729
76,0.712893,-0.263403,0.327074,-0.037796,-0.43938,-0.076022,0.807931,0.198725,0.478113,0.058491
77,0.632524,0.263956,0.620317,-0.078323,0.415437,0.441547,-0.553893,-0.160388,0.12119,1.998338
