# Data Set (v1): LOC-OSM-TR
# Nov 2021 - ML-2021 CUP
# INFO: micheli@di.unipi.it
# (C) CIML group - Micheli 2021
# Format:
# Training set: id inputs target_x target_y (last 2 columns)
# Blind Test set: id inputs
1,0.248433,-1.801874,-1.116485,1.25523,-1.021899,-1.425146,1.029583,1.261154,-0.185208,-0.61897,7.187592,-8.768943
2,0.612246,0.369337,1.119434,-0.689106,0.451776,1.308115,-0.518925,0.129025,-0.558788,1.588863,0.170888,-25.895562
3,-0.974871,0.275613,1.106435,-0.867804,0.230839,1.870421,-0.794584,-1.712529,-0.935208,0.109706,4.167006,-29.062891
4,-1.493339,1.992164,0.609691,-1.001476,1.268201,0.516364,-0.984814,-1.16944,-0.765422,-0.487069,7.259387,-31.529549
5,-0.432028,1.592409,0.853561,-1.365528,1.310392,0.954528,-0.946305,-1.269243,-2.031158,-0.227847,5.94143,-30.540759
6,-0.457769,-1.274877,-1.278964,1.218044,-1.084448,-1.335288,1.558226,1.922927,0.350112,-1.800676,7.411681,-8.042986
7,-0.601187,0.604264,1.308459,-0.574974,0.59625,1.151715,0.244839,-0.015721,-1.506754,1.858233,-0.13233,-25.367187
8,-1.005062,0.410997,1.568293,-1.128671,-0.843388,1.494365,-0.787263,-0.655806,-1.121765,-0.427253,3.1225,-28.22778
9,2.063762,-0.237232,-0.267166,-0.966792,-0.237925,-0.507043,0.368914,1.130329,1.593293,0.203097,0.279545,-17.914489
10,1.594987,-0.922199,-1.615858,1.24596,-0.466516,-0.050447,1.210092,0.425638,1.43586,0.529808,1.687099,-16.230912
11,-0.763371,1.444792,-0.667418,-0.887114,1.592276,0.477427,-1.403809,-1.38143,-1.702208,0.031717,6.63171,-30.793279
12,-0.571235,1.122207,0.939817,-1.255051,0.985033,1.955394,-1.399996,-1.082875,-0.538879,-1.026345,5.101943,-29.906874
13,-0.181691,-0.962738,-1.102829,0.599151,-1.230148,-1.136148,0.96852,1.461663,-0.157032,-0.67649,7.023751,-8.930348
14,0.41489,-1.475381,-1.115128,0.601368,-0.964977,-1.11116,1.496906,0.546714,0.550823,-0.852025,6.125674,-9.879066
15,0.685147,0.062739,0.268972,0.29151,0.535087,0.96439,-0.53873,-0.711449,-0.886395,1.357356,-1.05666,-22.702961
16,0.835733,1.050727,0.983537,-0.369345,0.381985,1.04225,-0.507092,0.03415,0.25725,2.44736,-1.125585,-23.98926
17,-0.364142,-0.78836,-1.131426,1.085911,-0.707592,-0.910544,1.151256,0.569193,0.342218,-0.792868,5.501051,-10.457624
18,0.824635,-0.872116,-0.351446,1.313566,-0.342965,-0.795991,0.886879,0.946765,0.691703,0.11991,1.352841,-16.495448
19,-1.194583,2.022795,0.123461,-1.312231,1.239347,0.084504,-1.239851,-1.28966,-0.943274,-1.550521,6.653216,-31.241312
20,-1.334598,-1.022303,-1.357209,1.672648,-0.766522,-1.165372,1.670077,0.924172,0.483971,-0.325489,7.775698,-7.933846
21,-0.707724,0.784051,0.741873,-1.610646,0.733574,1.322904,-0.907136,-1.518263,-0.851401,0.486164,3.373255,-28.55964
22,0.556676,0.37593,1.215702,-0.863109,0.55068,1.045755,-0.953071,-0.685397,-0.688682,1.463836,-0.185486,-25.784378
23,0.814931,-0.761926,-0.1275,1.06282,-0.454788,-0.536269,0.374748,0.951816,1.785989,-0.230777,1.981421,-15.842557
24,-0.001573,-1.373026,-1.060462,1.432102,-1.22091,-0.974984,1.129523,1.382705,0.816753,-2.296628,7.684384,-8.623076
25,0.411112,-0.818464,-0.644391,1.317738,-1.095131,-0.807456,0.834296,1.186585,0.786648,-1.409886,6.995742,-9.475791
26,0.238102,-1.007271,-0.804951,1.371312,-1.017847,-1.507375,0.517461,0.682916,0.560647,0.116435,5.466437,-10.94194
27,-0.123823,-1.003478,-1.088175,1.321129,-0.88359,-0.990542,0.990543,1.013741,0.868561,-0.923599,6.179077,-10.454446
28,-1.154966,1.497271,0.805917,-1.077506,0.790392,1.752247,-0.862368,-1.119481,-1.457309,-0.827626,4.341275,-29.508254
29,-0.362172,0.608676,1.45236,-0.611385,0.521777,1.028026,-0.752329,-0.896335,-0.410284,1.303685,0.728727,-26.559876
30,1.909826,0.080479,0.623776,0.622772,0.278753,0.449957,0.179908,0.135925,0.96963,0.308805,-1.507591,-20.298558
31,-0.303872,0.416107,1.375104,-0.610976,0.583748,0.978734,-0.850477,-0.670994,-0.752801,1.667546,0.894603,-26.525764
32,-0.223982,1.110263,0.639112,-0.450427,1.468006,1.123795,-1.580967,-1.752609,-0.894315,-0.726599,6.326161,-30.666586
33,0.441998,-1.570313,-1.539523,1.151912,-1.139326,-1.265759,0.656417,1.899157,1.385774,-0.349192,3.993573,-13.618671
34,0.303296,0.091663,0.117555,0.159264,0.061779,-0.987373,0.416338,0.593236,1.627221,1.315129,1.223807,-16.720017
35,-0.830664,0.41053,0.937031,-0.679098,0.028486,1.551291,-1.044716,-1.110866,-2.028678,-0.665105,3.000139,-28.084313
36,-0.710496,1.081428,1.232235,-0.797906,1.373624,1.217206,-1.044898,-1.022382,-1.484719,-1.734771,5.869953,-30.53564
37,0.075255,-1.129307,-0.751492,0.525539,-1.282327,-0.897664,0.453759,0.207257,0.182324,-0.049939,5.37984,-11.532169
38,0.570392,0.581917,0.868097,-0.236914,0.263552,0.461355,-0.992824,0.105371,0.018401,1.813082,-1.81399,-21.522785
39,0.365559,-1.290338,-1.814981,1.670146,-1.315799,-0.73892,1.685336,0.461423,-1.038373,-0.490529,8.094672,-7.502124
40,-0.282929,0.859285,1.473763,-1.355692,0.888831,1.023546,-1.163424,-0.391141,-1.28538,0.134688,-0.149222,-26.149683
41,0.040692,-1.051057,-2.119835,0.813262,-0.948548,-0.872254,1.423556,-0.14459,0.367038,-0.187535,6.592415,-9.709499
42,0.197561,-0.624107,-1.204092,0.484283,-0.811391,-1.247596,1.499374,0.221299,0.628725,-0.607637,6.713085,-9.41253
43,0.99891,-0.797691,-0.484988,0.883342,-0.790984,0.115578,0.552843,1.008971,1.536608,0.675821,2.497463,-15.372603
44,0.171593,-0.51599,-0.630871,0.942658,-0.547516,-1.226405,0.715619,0.464931,1.766292,-0.855966,3.098582,-14.677858
45,0.40083,0.979141,1.751775,-0.681103,0.044623,1.193165,-0.365411,-0.24055,-0.223043,2.461258,-0.107984,-25.335401
46,0.545967,0.628595,0.859495,0.242551,0.642099,0.588331,0.588735,-0.156074,1.055744,1.594054,-0.91897,-20.258715
47,0.793022,-1.182559,-0.237287,1.400523,-0.497317,-0.396525,0.905575,1.006459,2.070308,0.315185,2.417123,-15.27275
48,-2.014359,1.063856,0.181273,-1.08412,0.655048,0.623026,-0.99384,-1.988561,-1.222905,-0.265257,7.401958,-31.441938
