best_model: {'scl': StandardScaler(), 'reg': MultiOutputRegressor(estimator=Lasso(alpha=7.934096665797492e-05))}
train_score: 1.89 (0.03)
test_score: 1.92 (0.11)
fit_time: 0.01 (0.01)
mean_train_score,std_train_score,mean_test_score,std_test_score,mean_fit_time,std_fit_time,reg__estimator__alpha
-1.8919212860854653,0.027603648519915557,-1.9152374001576695,0.10737840211744243,0.015628337860107422,0.0,1e-06
-1.8919212862535004,0.027603652481577392,-1.9152373985770221,0.10737838683022193,0.0,0.0,1.1097524964120722e-06
-1.8919212860428734,0.027603657091376597,-1.915237398610295,0.10737837345474419,0.006206512451171875,0.0076013942938007945,1.2315506032928261e-06
-1.8919212859772898,0.027603662301809325,-1.9152374012353643,0.10737835582133631,0.0031032562255859375,0.006206512451171875,1.3667163564620074e-06
-1.891921286146826,0.027603667566725762,-1.9152374026910064,0.10737833933379914,0.009386014938354493,0.007663649105703004,1.5167168884709241e-06
-1.8919212865291613,0.02760367373999173,-1.9152374010823958,0.10737831679328078,0.0,0.0,1.6831803533309585e-06
-1.8919212866312627,0.027603681029210295,-1.9152374060918078,0.10737829006750207,0.003124570846557617,0.006249141693115233,1.867913599020781e-06
-1.891921287269854,0.027603688044344883,-1.9152374037985633,0.10737826535421457,0.0012001991271972656,0.0024003982543945312,2.0729217795953697e-06
-1.8919212906743699,0.02760369790954978,-1.9152373276143522,0.10737826777608167,0.005744457244873047,0.006893518237711553,2.300430119772917e-06
-1.8919212734537396,0.027603686001188996,-1.915237135178306,0.10737848796292512,0.008544731140136718,0.006170903282001432,2.5529080682395166e-06
-1.8919212486640429,0.027603702154138154,-1.9152374104754961,0.10737886461814472,0.004399538040161133,0.000489201251761796,2.8330961018393243e-06
-1.89192121685908,0.02760372868980526,-1.91523733087609,0.10737880445815984,0.004999399185180664,0.0016731994447522986,3.1440354715915e-06
-1.8919212176454239,0.027603735871131973,-1.915237332457759,0.10737877904368898,0.004796552658081055,0.00098286525218136,3.489101213406774e-06
-1.8919212237465945,0.027603745206577247,-1.9152373082805974,0.10737874586592767,0.005395841598510742,0.0004933015200182218,3.872038781812557e-06
-1.8919212265923473,0.027603748094811965,-1.9152373444884234,0.10737867039247728,0.00359954833984375,0.0019595571271422163,4.297004704320844e-06
-1.891921230323084,0.02760375129364678,-1.915237282295879,0.10737863945993398,0.007265233993530273,0.007096189011596695,4.768611697714475e-06
-1.8919212453862777,0.027603756407191527,-1.915237338805504,0.10737823266259924,0.004132413864135742,0.00594909157378645,5.291978735958436e-06
-1.8919212911143781,0.027603763682605097,-1.9152373684001407,0.10737816997465346,0.00849466323852539,0.007129387873898245,5.8727866131894766e-06
-1.8919212895964375,0.02760377383926364,-1.915237383859705,0.10737806070184462,0.006361722946166992,0.00642648771583844,6.51733960488242e-06
-1.8919212928346585,0.027603803163781755,-1.9152374004786115,0.1073779769971802,0.007961130142211914,0.004220121863301277,7.232633896483534e-06
-1.8919212938763323,0.02760383430336331,-1.9152373972908492,0.10737789489906038,0.008787584304809571,0.004448490018475652,8.026433522257175e-06
-1.8919212911308398,0.027603867589473318,-1.9152374539564285,0.107377728140783,0.0037296772003173827,0.0010394790038085503,8.90735463861044e-06
-1.8919212950853308,0.027603904753544666,-1.91523745636263,0.1073776271942732,0.007219552993774414,0.007094305553772438,9.884959046625586e-06
-1.8919212923945767,0.027603945251695478,-1.9152374539964647,0.10737751406107268,0.0036916255950927733,0.006071368304601213,1.0969857978923841e-05
-1.8919212992061005,0.027603982216149462,-1.9152374483509438,0.10737738647624735,0.0031271934509277343,0.006254386901855469,1.217382727739662e-05
-1.8919213008208686,0.02760402891646428,-1.9152374083550447,0.1073771681652894,0.009378194808959961,0.007657266491568143,1.3509935211980278e-05
-1.891921299830902,0.02760408175179126,-1.915237409337798,0.10737701986849352,0.0031238079071044924,0.006247615814208985,1.4992684327860471e-05
-1.891921293672579,0.027604142237173016,-1.9152374061928459,0.10737684817784983,0.006251001358032226,0.007655883725733337,1.6638168860761273e-05
-1.891921294159846,0.0276042098461458,-1.915237412985293,0.1073766522901832,0.006831645965576172,0.008417826794531041,1.8464249428955465e-05
-1.8919212916516255,0.027604287795654606,-1.9152374749643832,0.10737635839017917,0.00624995231628418,0.007654597937308259,2.049074689815846e-05
-1.8919212973605117,0.027604375124397156,-1.9152374918281017,0.10737610631666748,0.0009824275970458985,0.0012367748417185522,2.2739657523579275e-05
-1.8919212909522305,0.02760446820061347,-1.9152375020439134,0.10737583340440111,0.0048198699951171875,0.007189731824624755,2.523539170434766e-05
-1.8919213048495525,0.027604557131569746,-1.9152374455657708,0.10737546222271686,0.007633352279663086,0.006044628790264788,2.800503894183631e-05
-1.8919212989467837,0.027604672300001583,-1.9152374568831256,0.10737512437685814,0.0015031814575195313,0.003006362915039062,3.107866187782014e-05
-1.8919213004923894,0.02760480235405445,-1.9152375402417992,0.10737466221883386,0.003125905990600586,0.006251811981201172,3.44896226040576e-05
-1.8919213044742427,0.027604947389624202,-1.915237557658055,0.10737424957492406,0.003125905990600586,0.006251811981201172,3.827494478516315e-05
-1.8919213069511955,0.02760509802085321,-1.9152375000972461,0.10737368437382384,0.0062504768371582035,0.0076552394560017705,4.247571552536894e-05
-1.8919213189921902,0.027605264039953694,-1.9152375265339203,0.10737318245217928,0.0,0.0,4.7137531341167285e-05
-1.89192133130914,0.027605474398579688,-1.915237731605868,0.10737240656269806,0.003125905990600586,0.006251811981201172,5.231099308056258e-05
-1.8919213462056217,0.027605675211468266,-1.9152376938754763,0.10737171047113911,0.0062504768371582035,0.0076552394560017705,5.8052255160948955e-05
-1.8919213639014931,0.027605905822482128,-1.9152376687394947,0.10737080410016712,0.0062504768371582035,0.007655239456001772,6.44236350872137e-05
-1.8919213500866845,0.027606158830801353,-1.9152375620624589,0.10736988467565547,0.006250858306884766,0.007655706706612437,7.149428986597576e-05
-1.8919210338270684,0.027605923699917365,-1.9152294857913046,0.10737739949342959,0.009154176712036133,0.007485374789843379,7.934096665797492e-05
-1.8919193675338442,0.02760685639292466,-1.915234472513042,0.10738600913701656,0.003125715255737305,0.00625143051147461,8.804883581643464e-05
-1.8919195268564117,0.027607069588770117,-1.9152345273048983,0.10738702539793621,0.006335210800170898,0.007760017768718806,9.771241535346502e-05
-1.8919195109283002,0.02760723671995326,-1.915235312066215,0.10738564456630915,0.0060288429260253905,0.007392177190991831,0.00010843659686896109
-1.8919197659796816,0.027607519634816436,-1.9152346531272868,0.10738438081148116,0.006251049041748047,0.007655940278457417,0.00012033778407775893
-1.8919197589769496,0.027607354908821765,-1.9152343983411282,0.10738335188136883,0.0032070159912109377,0.006414031982421875,0.00013354515629298989
-1.891919822788029,0.027607834976121782,-1.9152335101923126,0.1073794382056103,0.0063327312469482425,0.007757045319777585,0.00014820207057988585
-1.891920247690966,0.027608352802373864,-1.9152353058527698,0.10737624786208837,0.003125715255737305,0.00625143051147461,0.00016446761779946643
-1.8919201076545018,0.02760883862717649,-1.9152361492852183,0.10737439842869323,0.006335210800170898,0.007760017768718806,0.00018251834943190442
-1.891920312571052,0.02760952824195824,-1.9152366101033014,0.10737306549019025,0.0063327312469482425,0.007757045319777585,0.00020255019392306664
-1.8919204544935053,0.02761041460875901,-1.9152366367791807,0.1073707566828472,0.006253862380981445,0.007659386919832339,0.00022478058335487252
-1.89192048214254,0.027611307310358976,-1.9152368601554337,0.10736843354349514,0.0072726249694824215,0.007104658708585147,0.0002494508135230317
-1.8919205891828639,0.02761236976740092,-1.9152371254605058,0.10736534264757805,0.0037253856658935546,0.006063728181150272,0.00027682866303920667
-1.8919207116825167,0.02761344752234113,-1.915237204501926,0.10736214893608993,0.004746627807617187,0.0058125396414643775,0.0003072112998861759
-1.8919208576090962,0.027614715920072034,-1.9152373110732257,0.10735865899179078,0.0053234100341796875,0.005717354957686182,0.0003409285069746815
-1.8919210804939155,0.02761613758934658,-1.9152378771993255,0.10735469048045368,0.006460046768188477,0.007513233022942251,0.0003783462617131929
-1.891921332093658,0.02761762105258405,-1.9152381216873962,0.10735034809571786,0.007881402969360352,0.006582753106483981,0.000419870708444391
-1.8919216438078892,0.027619348779311655,-1.9152383873692127,0.10734558031000037,0.007672691345214843,0.005452041253189995,0.0004659525668664682
-1.8919220790016584,0.02762127949108583,-1.9152392049587075,0.10734008929691564,0.0,0.0,0.0005170920242896761
-1.8919225906752886,0.027623319979860082,-1.9152397580215061,0.10733417443911224,0.005532169342041015,0.005450414604589452,0.0005738441648302398
-1.8919233314131099,0.02762575596337692,-1.9152406778161215,0.10732726131793367,0.008072519302368164,0.006905890541154549,0.0006368249944718586
-1.89192416792581,0.027628248323340834,-1.9152416717543645,0.10732012768813608,0.0062601566314697266,0.007667108824250626,0.0007067181273927492
-1.8919253043119468,0.02763123556446,-1.9152430326040033,0.1073116544621637,0.00493474006652832,0.00553002085396246,0.0007842822061337681
-1.891926623146762,0.02763431597157663,-1.9152445321478297,0.10730280197989227,0.005327939987182617,0.005787114984449644,0.0008703591361485165
-1.8919284616997865,0.027637921432668855,-1.9152466402449684,0.10729247501611092,0.003125429153442383,0.006250858306884766,0.0009658832241158709
-1.891930501814772,0.027641868553672858,-1.9152492473927356,0.10728091540604269,0.0018030166625976562,0.0036060333251953128,0.0010718913192051276
-1.8919332231464636,0.027646220759237554,-1.9152519751821255,0.10726879773706816,0.0018030166625976562,0.0036060333251953128,0.0011895340673703195
-1.8919366968840083,0.02765109489776716,-1.9152558274769773,0.10725472799687732,0.003125429153442383,0.006250858306884766,0.001320088400831418
-1.891940873836911,0.02765644522275292,-1.9152607393474255,0.10723896233530053,0.0062601566314697266,0.007667108824250626,0.0014649713983072863
-1.8919462247005758,0.027662444079577454,-1.9152668951344611,0.10722193530247033,0.006333112716674805,0.005906565271909931,0.0016257556664437951
-1.8919531950931716,0.027668998118141754,-1.9152766823489578,0.10720331695669662,0.006250619888305664,0.007655414696143432,0.0018041864093920718
-1.8919615442387543,0.027676894205820608,-1.9152870135726008,0.10717912235613973,0.003125572204589844,0.006251144409179688,0.0020022003718155844
-1.8919724175666175,0.027685568905734922,-1.9152969214656363,0.10715605091601585,0.0037368297576904296,0.006077058479431589,0.002221946860939524
-1.8919845684019525,0.02769441932522413,-1.915309224807024,0.10712968536242543,0.006247806549072266,0.012495613098144533,0.002465811075822604
-1.891999992300574,0.02770395520406738,-1.9153222824723344,0.10709591738707784,0.003125572204589844,0.006251144409179688,0.0027364399970746718
-1.8920186720715233,0.02771514296036681,-1.9153417960191252,0.10706499235596643,0.006858158111572266,0.007250769419916834,0.0030367711180354605
-1.8920419327884552,0.027727500516111614,-1.9153659051299408,0.10702873518226673,0.0031264781951904296,0.006252956390380859,0.003370064329271928
-1.8920706528590607,0.027741317610946663,-1.915395969269594,0.10699042330653973,0.003125286102294922,0.006250572204589844,0.0037399373024787977
-1.892104462369425,0.02775778677673318,-1.9154265013648988,0.10694256805064452,0.0032105445861816406,0.00504824270245472,0.004150404757850477
-1.8921444378318444,0.027777669317505724,-1.9154573476188195,0.10688545881102089,0.00937962532043457,0.007658453663344609,0.004605922041145108
-1.8921945762005126,0.027799422718890878,-1.9154961181971875,0.10682091489816571,0.003125286102294922,0.006250572204589844,0.005111433483440171
-1.8922571388330671,0.027823718112107685,-1.915546719571417,0.10674888860803748,0.006336116790771484,0.007761289502623127,0.005672426068491977
-1.8923349312597142,0.027850821958757543,-1.915612290480316,0.1066702861246449,0.006247806549072266,0.007651973360781466,0.006294988990221888
-1.8924324161172135,0.02788053030440828,-1.9156945116370934,0.1065814947205941,0.009461402893066406,0.007726765955487966,0.0069858797467852495
-1.8925539472604442,0.027912948009075664,-1.915799713782458,0.10648435526163375,0.006254053115844727,0.007659640674274712,0.007752597488629464
-1.892705952925694,0.027947161259190393,-1.9159313891826522,0.10637508117611182,0.0009999752044677734,0.001999950408935547,0.00860346441668451
-1.8928948570375108,0.027984289240899737,-1.916099909166125,0.10625308057978192,0.006250858306884766,0.007655706666517581,0.009547716114208066
-1.8931194964510893,0.028020266971723655,-1.9162952387215442,0.10612723589724103,0.0037368297576904296,0.006077058479431589,0.01059560179277617
-1.8933777679329893,0.028039156086815255,-1.9165037798028912,0.10603012273075439,0.009372138977050781,0.007652323803014067,0.011758495540521581
-1.89366300595488,0.028038854402504802,-1.916694308814226,0.10593031165535623,0.003125572204589844,0.006251144409179688,0.013049019780144016
-1.8940065478084314,0.028025778166366543,-1.9168995054144173,0.1058559522560147,0.0006041049957275391,0.0012082099914550782,0.01448118227674533
-1.894409520474614,0.027981652933071213,-1.9171134267397811,0.10584719565646412,0.0,0.0,0.016070528182616384
-1.8948720180903695,0.02790672650593828,-1.9173524105806448,0.10586391141800482,0.004168081283569336,0.0062249067259743645,0.017834308769319095
-1.8954233761238946,0.02782093654767207,-1.9176280959430279,0.10586341853596005,0.006254053115844727,0.007659640674274712,0.019791668678535573
-1.8960776303084845,0.027696977994384156,-1.917939874312447,0.10590360398246461,0.0031243324279785155,0.006248664855957031,0.02196385372416547
-1.8967981381654557,0.02754851043944075,-1.9182992048716003,0.10591547618298831,0.002603578567504883,0.0016258152464632802,0.024374441501222217
-1.8976343172402352,0.02743986911031596,-1.9186877946503096,0.10587151650416876,0.009380531311035157,0.007659193004651716,0.02704959730463137
-1.8984195707463265,0.02740819042144377,-1.9193051926028228,0.10579768637065542,0.007406949996948242,0.007267331534351764,0.030018358135755922
-1.89929235676304,0.02736208085956375,-1.9200449604057166,0.10566513073167899,0.0014144420623779298,0.0012111097007164034,0.03331294787934677
-1.9003514936640382,0.027291189144001114,-1.9208934341605495,0.1055180987653811,0.006254053115844727,0.007659640674274712,0.03696912707195032
-1.9016399804064303,0.027175994240264564,-1.921916614431971,0.10537150510882896,0.009375667572021485,0.007655201333766567,0.0410265810582719
-1.9032124941918174,0.02714128523047496,-1.9231697119101103,0.10510183949421179,0.0024041652679443358,0.001202116466482214,0.04552935074866948
-1.9050722978603047,0.02726623860900313,-1.9246556683158147,0.10453832925061605,0.0031264781951904296,0.006252956390380859,0.0505263106533568
-1.9069644036278368,0.027216500075627287,-1.9259120032320651,0.10402662153973107,0.006249189376831055,0.007653662684561721,0.05607169938205458
-1.9090284061112996,0.027032706510701516,-1.9271624079606497,0.10357975206879266,0.0020098209381103514,0.0010956777398639984,0.06222570836730231
-1.9109452289945525,0.02659464372195424,-1.9285796313339003,0.10311404135140276,0.006247806549072266,0.007651973360781466,0.0690551352016233
-1.9129720817053184,0.026424766846837214,-1.9304565535183233,0.1027268509177754,0.004082632064819336,0.006765463881831362,0.07663410868007463
-1.9154211888494772,0.026359140915454195,-1.9329078541267357,0.10243175158620521,0.0016040325164794922,0.0013608150753780003,0.08504489341802686
-1.9184680512224666,0.02629118649903167,-1.9359629405662058,0.10210851494439648,0.0022021770477294923,0.004404354095458984,0.09437878277775391
-1.9222616380739006,0.026217722447177454,-1.9397407990225262,0.10175739795784097,0.0031259536743164064,0.006251907348632813,0.10473708979594508
-1.9269643314829967,0.026119823412213486,-1.9444617433355458,0.1013779171974787,0.006249666213989258,0.007654246706245626,0.11623224686798542
-1.9327809400876248,0.026021162827228297,-1.9503225739951513,0.10101982846541847,0.0,0.0,0.1289890261253308
-1.9394290876241407,0.02609603883907421,-1.956667454260879,0.10044606061083819,0.006253671646118164,0.007659152783960993,0.14314589375234785
-1.9473074962351844,0.025902938689057985,-1.9639367610754523,0.1004790476775355,0.0031251430511474608,0.0062502861022949215,0.15885651294280528
-1.9558631055788065,0.02584367766548637,-1.9722179614978361,0.10052952991151855,0.0,0.0,0.1762914118095948
-1.9650500172497278,0.0251285725028941,-1.9810607915172966,0.10173329546541325,0.0,0.0,0.19563983435170648
-1.9749616454275494,0.025062311422003967,-1.9909697209802082,0.1026217425928087,0.006249666213989258,0.007654246706245626,0.21711179456945054
-1.9865844100400274,0.025085951775050453,-2.0025906082035974,0.10310243423931663,0.0031254768371582033,0.006250953674316406,0.2409403560239527
-2.0010022022444063,0.025106114158350158,-2.0170834737736874,0.10342724989274787,0.0031259536743164064,0.006251907348632813,0.2673841615839949
-2.018725869801637,0.025124755894545162,-2.0349513151150114,0.10358803901400733,0.006249666213989258,0.007654246706245626,0.29673024081888727
-2.038571762814586,0.025071827586445803,-2.0543755334116867,0.10327599701921503,0.0,0.0,0.32929712550971546
-2.058254674603411,0.024188435125118278,-2.0730336786566497,0.1035335095241213,0.0,0.0,0.36543830709572545
-2.078968272881646,0.02411460038472521,-2.0937543801336407,0.10354952695352368,0.006249666213989258,0.007654246706245626,0.4055460735840828
-2.104399484693605,0.024080384047149368,-2.1192983259930753,0.10332511990247956,0.005330514907836914,0.006688766895407785,0.4500557675700497
-2.1357711411842635,0.023997484615300994,-2.1508399968685765,0.10281401311544194,0.0010040283203125,0.002008056640625,0.499450511585514
-2.1742317423717585,0.023959549711516266,-2.189436833356873,0.10209039102726257,0.0031254768371582033,0.006250953674316407,0.5542664520663108
